doc_index,filename,doi,titulo,topico_dominante
709,10.15366_riejs2021.10.1.014.pdf,10.15366/riejs2021.10.1.014,Niveles de Progresión de Gestión de la Convivencia Escolar a Nivel Intermedio en Chile,20
710,10.15517_rge.v11i1.62048.pdf,10.15517/rge.v11i1.62048,Desarrollo de la investigación para el fortalecimiento y transformación de la Gestión Escolar,15
711,10.56712_latam.v4i6.1550.pdf,10.56712/latam.v4i6.1550,"Canton, D. W. (2023). Liderazgo directivo y gestión escolar. Experiencias y prácticas desde un enfoque internacional",4
712,10.26885_rcei.13.2.25.pdf,10.26885/rcei.13.2.25,"Percepciones sobre la implementación de las normas de convivencia y gestión escolar en una institución educativa salesiana de Asunción, Paraguay",20
713,10.47865_igob.vol5.n17.2022.183.pdf,10.47865/igob.vol5.n17.2022.183,Dimensiones de la gestión escolar liderazgo y autoevaluación,18
714,10.37811_cl_rcm.v8i3.11175.pdf,10.37811/cl_rcm.v8i3.11175,Impulsando la Educación STEAM desde la Gestión Escolar Efectiva: Un Modelo de Banco de Germoplasma Vegetal para el Desarrollo Sostenible y el Fortalecimiento de las Habilidades STEAM,4
715,10.56712_latam.v4i6.1549.pdf,10.56712/latam.v4i6.1549,Liderazgo directivo y gestión escolar. Experiencias y prácticas desde un enfoque internacional,15
716,10.30972_riie.13176140.pdf,10.30972/riie.13176140,"Biopolítica, imperativos de regulación y gestión escolar. Un análisis de las prácticas de directores/as de escuelas secundarias en el partido de San Martín a partir de la irrupción del COVID 19",20
717,10.47865_igob.vol5.n20.2022.223.pdf,10.47865/igob.vol5.n20.2022.223,"El Liderazgo Compartido y su Impacto en la Gestión Escolar de la Institución Educativa Parroquial “Nuestro Salvador”, Villa María Del Triunfo, 2022",15
718,10.35622_inudi.b.005.pdf,10.35622/inudi.b.005,Trabajo docente en equipo y el cumplimiento de los compromisos de gestión escolar en las instituciones de educación básica,18
719,10.35305_revista.vi43.206.pdf,10.35305/revista.vi43.206,participación de los niños en la gestión escolar:,20
720,10.47865_igob.vol6.n23.2023.296.pdf,10.47865/igob.vol6.n23.2023.296,Liderazgo pedagógico del directivo y gestión escolar de los docentes. IE n°5176 María Reiche Crosse. Puente Piedra. Lima,15
721,10.47865_igob.vol6.n22.2023.264.pdf,10.47865/igob.vol6.n22.2023.264,Competencia del director y gestión escolar en la IE n° 3719 “Santísima Trinidad”. Puente Piedra. Lima,15
722,10.47865_igob.vol7.n26.2024.344.pdf,10.47865/igob.vol7.n26.2024.344,Competencia directiva y gestión escolar en la IE CET 34. Chancay. Lima,15
723,10.56124_jbs.v3i2.0007.pdf,10.56124/jbs.v3i2.0007,"Gestión escolar y su incidencia en la calidad educativa, distrito de educación junín - bolivar",15
724,10.26885_rcei.11.1.9.pdf,10.26885/rcei.11.1.9,Estilo de liderazgo y nivel de desempeño en la gestión escolar,15
725,10.52080_rvgluz.29.e12.40.pdf,10.52080/rvgluz.29.e12.40,Gestión escolar: calidad de la educación centrada en la persona,4
726,10.35756_educaumch.202322.274.pdf,10.35756/educaumch.202322.274,Dimensión administrativa en la gestión escolar,15
727,10.31876_rcs.v28i.38152.pdf,10.31876/rcs.v28i.38152,Factores de gestión escolar en el compromiso organizacional en una Red educativa en Perú,18
728,10.55560_arete.2023.18.9.7.pdf,10.55560/arete.2023.18.9.7,Impacto de la emigración de docentes venezolanos de educación inicial en la gestión escolar. Caso: instituciones privadas del municipio Baruta,18
729,10.18050_eduser.v10n2a2.pdf,10.18050/eduser.v10n2a2,Competencias directivas y gestión escolar en la educación básica regular,15
730,10.46498_reduipb.v26i2.1643.pdf,10.46498/reduipb.v26i2.1643,Clima organizacional y el desarrollo de la gestión escolar del preescolar de la Universidad Metropolitana,15
731,10.37843_rted.v16i2.389.pdf,10.37843/rted.v16i2.389,Gestión Escolar en las Instituciones del Nivel Inicial,15
732,10.52080_rvgluz.27.97.5.pdf,10.52080/rvgluz.27.97.5,Gestión escolar durante la pandemia: relación entre el acompañamiento pedagógico y el desempeño docente,18
733,10.26490_uncp.alboradaciencia.2021.1.975.pdf,10.26490/uncp.alboradaciencia.2021.1.975,Planificación estratégica situacional en la gestión escolar de las instituciones educativas,15
734,10.15517_revedu.v45i1.40537.pdf,10.15517/revedu.v45i1.40537,"Análisis del modelo de gestión escolar en instituciones educativas públicas multigrado de San Ignacio, Perú",15
735,10.46498_reduipb.v25i1.1462.pdf,10.46498/reduipb.v25i1.1462,Gestión escolar y liderazgo del directivo: Aporte para la calidad educativa,15
736,10.29121_granthaalayah.v9.i5.2021.3943.pdf,10.29121/granthaalayah.v9.i5.2021.3943,HOW SHOULD THE CLASSROOM BE MANAGED DURING THE COVID-19 PANDEMIC?,10
737,10.58837_chula.educu.49.2.9.pdf,10.58837/chula.educu.49.2.9,การศกษาสภาพปจจบนและสภาพทพงประสงคของการบรหารโรงเรยนขนาดเลกเพอยกระดบคณภาพการศกษา (A Study of the Current and Desired States of Small School Management for Educational Quality Enhancement),19
738,10.21831_cp.v43i3.74834.pdf,10.21831/cp.v43i3.74834,Center of excellence assistance model: Is it effective to improve vocational school management in Central Java?,10
739,10.29121_granthaalayah.v9.i5.2021.3943.pdf,10.29121/granthaalayah.v9.i5.2021.3943,HOW SHOULD THE CLASSROOM BE MANAGED DURING THE COVID-19 PANDEMIC?,10
740,10.58837_chula.educu.49.2.9.pdf,10.58837/chula.educu.49.2.9,การศกษาสภาพปจจบนและสภาพทพงประสงคของการบรหารโรงเรยนขนาดเลกเพอยกระดบคณภาพการศกษา (A Study of the Current and Desired States of Small School Management for Educational Quality Enhancement),19
741,10.21831_cp.v43i3.74834.pdf,10.21831/cp.v43i3.74834,Center of excellence assistance model: Is it effective to improve vocational school management in Central Java?,10
742,10.70165_enfdis.v10i1.306.pdf,10.70165/enfdis.v10i1.306,Desafíos y perspectivas del liderazgo en la gestión directiva,15
743,10.5016_ridh.v9i2.105.pdf,10.5016/ridh.v9i2.105,Educação em direitos humanos: uma pauta premente na docência e na gestão escolar,9
744,10.37811_cl_rcm.v6i6.4265.pdf,10.37811/cl_rcm.v6i6.4265,Acompañamiento pedagógico de los directores y desempeño docente en instituciones educativas,18
745,10.64492_0pqcn185.pdf,10.64492/0pqcn185,Sentido de comunidad como eje de la gestión escolar: estudio de caso en una Escuela Cooperativa Nikkei en Lima,20
746,10.59400_fes2458.pdf,10.59400/fes2458,System-level educational leadership as a resilience building mechanism: The case of Greece,8
747,10.31538_adrg.v5i1.1824.pdf,10.31538/adrg.v5i1.1824,"Optimizing School Management: The Role of Managerial Skills, Organizational Climate, and Work Motivation",7
748,10.56726_irjmets44523.pdf,10.56726/irjmets44523,Evaluating the Role of Women in Educational Leadership,16
749,10.56726_irjmets44523.pdf,10.56726/irjmets44523,Evaluating the Role of Women in Educational Leadership,16
750,10.3991_ijet.v15i12.13571.pdf,10.3991/ijet.v15i12.13571,The Role of Edmodo Model for Professional Development: The Uses of Blockchain in School Management,5
751,10.4135_9781071840801.n92.pdf,10.4135/9781071840801.n92,Educational Leadership,2
752,10.31992_0869-3617-2024-33-4-33-48.pdf,10.31992/0869-3617-2024-33-4-33-48,PhD Thesis on AI: a New Challenge of the Digital Era,8
753,10.25446_oxford.21107554.pdf,10.25446/oxford.21107554,Personnel Management and School Productivity: Evidence from India,19
754,10.64747_6pcz9q57.pdf,10.64747/6pcz9q57,Clima escolar y rendimiento académico: estudio correlacional en instituciones fiscales de la sierra ecuatoriana,21
755,10.36948_ijfmr.2024.v06i03.23615.pdf,10.36948/ijfmr.2024.v06i03.23615,Digital Leadership and School Management Capabilities of School Administrators and Teachers Digital Teaching Performance: Basis for Professional Development Program,5
756,10.1136_bmjopen-2022-061978.pdf,10.1136/bmjopen-2022-061978,Built Environments And Child Health in WalEs and AuStralia (BEACHES): a study protocol,13
757,10.62574_rmpi.v4i1.95.pdf,10.62574/rmpi.v4i1.95,Habilidades directivas y comunicación organizacional interna en organización educativa en contextos desafiantes [Management skills and internal organizational communication in educational organizations in challenging contexts],18
758,10.5354_2452-5855.2025.74212.pdf,10.5354/2452-5855.2025.74212,"El derecho de niños, niñas y adolescentes de pueblos indígenas a la educación en su propia cultura desde la regulación de la gestión escolar en Chile.",20
759,10.33140_psi.01.02.03.pdf,10.33140/psi.01.02.03,The Digital Edge in Education: Harnessing ICT for Optimal School Management,5
760,10.53555_kuey.v30i4.1007.pdf,10.53555/kuey.v30i4.1007,Education Is A Key Tool In The Development Of Society And Educational Leadership And Is A Key Element For Effective School And Education,2
761,10.62319_simonrodriguez.v.6i11.162.pdf,10.62319/simonrodriguez.v.6i11.162,Gestión pedagógica en el desempeño docente en instituciones de educación superior,15
762,10.37811_cl_rcm.v10i2.23219.pdf,10.37811/cl_rcm.v10i2.23219,Influencia de las Habilidades Blandas en la Toma de Decisiones Participativa de los Gestores Educativos,15
763,10.70838_pemj.390508.pdf,10.70838/pemj.390508,Development of Emergency Educational Leadership Scale for School Heads,13
764,10.37329_cetta.v6i1.2142.pdf,10.37329/cetta.v6i1.2142,Peran Kepemimpinan Kepala Sekolah Terhadap Mutu Pendidikan,17
765,10.58622_vjes.v3i4.105.pdf,10.58622/vjes.v3i4.105,"Effectiveness of Parent Teacher School Management Committee on Quality of Education in Public Secondary School of Tehsil Hub, District Lasbela",19
766,10.53555_kuey.v30i10.8124.pdf,10.53555/kuey.v30i10.8124,Survey of Nigerian Secondary School Principals’ Educational Innovation and Leadership Behaviour: Implications for Effective School Management,2
767,10.31538_ndhq.v10i2.140.pdf,10.31538/ndhq.v10i2.140,Implementing Religious Moderation as a Strategy for Anti-Discrimination Education in Islamic School Management,8
768,10.55681_nusra.v5i1.2148.pdf,10.55681/nusra.v5i1.2148,ISLAMIC BOARDING SCHOOL-BASED SCHOOL MANAGEMENT (EXPLORATORY STUDY OF ACADEMIC AND NON-ACADEMIC ACHIEVEMENT DEVELOPMENT AT SMPIT NURUL ISLAM TENGARAN),17
769,10.11594_ijmaber.04.03.27.pdf,10.11594/ijmaber.04.03.27,"School Management Practices, Pupils’ Academic Achievement, and Teach-ers’ Work Performance During COVID-19 Pandemic",19
770,10.21154_cendekia.v21i1.5943.pdf,10.21154/cendekia.v21i1.5943,International Islamic Boarding School Strategy for Realizing Superior Islamic Boarding School Management,12
771,10.23960_jpp.v14.i2.202487.pdf,10.23960/jpp.v14.i2.202487,School Management Model Based on Community Participation HARMONY Approach to Improving School Quality,10
772,10.30996_dia.v21i01.7594.pdf,10.30996/dia.v21i01.7594,ANALYSIS OF SCHOOL MANAGEMENT IN REALIZING QUALITY CULTURE IN MADIUN CITY,10
773,10.53819_81018102t5053.pdf,10.53819/81018102t5053,School Management Strategies and Students' Academic Performance in Twelve Years Basic Education in Rwanda,19
774,10.52431_murobbi.v8i2.2795.pdf,10.52431/murobbi.v8i2.2795,Curriculum Updates and Their Impact on School Management Practices,10
775,10.37811_cl_rcm.v10i1.22704.pdf,10.37811/cl_rcm.v10i1.22704,"Gestión Educativa y Desempeño Docente según la Percepción de Estudiantes Quinto Secundaria, Instituciones Educativas Públicas - Cercado Pachacamac",18
776,10.37811_cl_rcm.v9i4.20241.pdf,10.37811/cl_rcm.v9i4.20241,Vinculación entre la Normativa Administrativa y la Efectividad de la Gestión Educativa en Docentes de Institutos Pedagógicos de Apurímac – Perú,21
777,10.37811_cl_rcm.v7i5.8184.pdf,10.37811/cl_rcm.v7i5.8184,"Gestión Educativa Desde la Percepción de Exdirectores de Educación Básica Regular en el Ámbito de la UGEL La Convención, 2023",15
778,10.33996_revistahorizontes.v9i40.1178.pdf,10.33996/revistahorizontes.v9i40.1178,Gestión curricular y práctica pedagógica en instituciones educativas del nivel inicial en el sur del Perú,15
779,10.37260_repe.v7n14.5.pdf,10.37260/repe.v7n14.5,Liderazgo transformacional y gestión educativa en centros de educación básica alternativa del Distrito de Independencia,15
780,10.37811_cl_rcm.v4i2.164.pdf,10.37811/cl_rcm.v4i2.164,El Supervisor Educativo como gestor de instituciones de la educación media de la ciudad de Pilar,15
781,10.37811_cl_rcm.v4i2.114.pdf,10.37811/cl_rcm.v4i2.114,Modelo de gestión presupuestal para mejorar la defensa jurídica en el Gobierno Regional de San Martín,14
782,10.33996_revistahorizontes.v9i39.1085.pdf,10.33996/revistahorizontes.v9i39.1085,La gestión educativa en el desarrollo de la innovación docente en las escuelas de Perú,15
783,10.33996_merito.v1i1.4.pdf,10.33996/merito.v1i1.4,La supervisión educativa. Funciones gerenciales para garantizar la eficiencia,15
784,10.33996_revistahorizontes.v6i25.450.pdf,10.33996/revistahorizontes.v6i25.450,Gestión educativa estratégica de calidad en una I.E. Pública de Ancash,18
785,10.37811_cl_rcm.v8i3.12103.pdf,10.37811/cl_rcm.v8i3.12103,"Ecuador: Escuelas Públicas y Privadas: Gestión, Docentes y Alumnos",11
786,10.32719_26312816.2022.5.2.1.pdf,10.32719/26312816.2022.5.2.1,Influencia de la pandemia en la interacción y juego de los niños de educación inicial,20
787,10.33996_revistahorizontes.v6i25.443.pdf,10.33996/revistahorizontes.v6i25.443,Liderazgo transformacional directivo y trabajo colaborativo docente en una institución educativa pública del Perú,18
788,10.33996_revistahorizontes.v8i34.836.pdf,10.33996/revistahorizontes.v8i34.836,Liderazgo directivo en instituciones de educación básica y media: Revisión sistemática,15
789,10.37811_cl_rcm.v6i4.2613.pdf,10.37811/cl_rcm.v6i4.2613,"Gestión administrativa, habilidades gerenciales y desempeño laboral en Ugel, región Lima provincias",18
790,10.37811_cl_rcm.v8i3.12361.pdf,10.37811/cl_rcm.v8i3.12361,La Gestión Educativa y su Incidencia en el Rendimiento Académico de los Estudiantes de la Unidad Educativa Arturo Borja – Quito,21
791,10.37811_cl_rcm.v5i2.329.pdf,10.37811/cl_rcm.v5i2.329,La calidad de servicio y la satisfacción de los usuarios de la Unidad de Gestión Educativa Local 01 – San Juan de Miraflores,18
792,10.37811_cl_rcm.v8i4.13581.pdf,10.37811/cl_rcm.v8i4.13581,Formación Académica Indispensable para Ejercer Gestión Educativa en la Sección Primaria y Secundaria,15
793,10.37811_cl_rcm.v7i1.4568.pdf,10.37811/cl_rcm.v7i1.4568,"Modelo de habilidades gerenciales para mejorar la gestión educativa en educación regular, provincia de Guayas - Ecuador 2023",15
794,10.37811_cl_rcm.v8i5.13719.pdf,10.37811/cl_rcm.v8i5.13719,Gestión educativa y su influencia en el desempeño docente en instituciones de educación general básica,21
795,10.59659_revistatribunal.v5i12.241.pdf,10.59659/revistatribunal.v5i12.241,Gestión Educativa y Educación Inclusiva en Latinoamérica: Análisis Sistemático,11
796,10.37811_cl_rcm.v7i2.5878.pdf,10.37811/cl_rcm.v7i2.5878,"Gestión educativa y calidad de locales escolares –UGEL San Martín, 2021",18
797,10.37811_cl_rcm.v5i4.769.pdf,10.37811/cl_rcm.v5i4.769,Gestión del presupuesto por resultados para mejorar la calidad del gasto público en la unidad de gestión educativa local San Martín – Tarapoto,14
798,10.33996_warisata.v2i6.231.pdf,10.33996/warisata.v2i6.231,La planificación estratégica en la gestión educativa del director en instituciones de básica primaria,15
799,10.37811_cl_rcm.v4i2.112.pdf,10.37811/cl_rcm.v4i2.112,"Modelo de gestión por resultados para mejorar la calidad de gasto en la Unidad de Gestión Educativa Local, San Martín",14
800,10.37811_cl_rcm.v6i3.2246.pdf,10.37811/cl_rcm.v6i3.2246,"Gestión educativa y desempeño laboral de los directores de instituciones educativas de la provincia de Aymaraes, 2022",15
801,10.33996_revistahorizontes.v6i25.418.pdf,10.33996/revistahorizontes.v6i25.418,La gestión educativa como factor de calidad en las instituciones educativas públicas,15
802,10.37811_cl_rcm.v5i4.755.pdf,10.37811/cl_rcm.v5i4.755,Gestión educativa y competencias profesionales directivas,18
803,10.37811_cl_rcm.v9i6.21803.pdf,10.37811/cl_rcm.v9i6.21803,Seguimiento de la dirección escolar a la implementación de nuevas competencias logradas en las formaciones continuas de los docentes para una mejor efectividad en el aprendizaje.,4
804,10.22529_dp.2021.19(38)11.pdf,10.22529/dp.2021.19(38)11,La dirección escolar en la normativa vigente de la provincia de Córdoba,20
805,10.63415_saga.v3i1.334.pdf,10.63415/saga.v3i1.334,Brecha digital rural-urbana y su impacto en la implementación del Diseño Universal para el Aprendizaje (DUA): revisión crítica y propuesta de un modelo de inclusión digital equitativa,11
806,10.37811_cl_rcm.v9i5.19945.pdf,10.37811/cl_rcm.v9i5.19945,Transformación educativa desde el acompañamiento digital: Experiencias innovadoras con TIC en América Latina y el Caribe,11
807,10.61286_e-rms.v4i.353.pdf,10.61286/e-rms.v4i.353,Competencias directivas y desempeño docente en la satisfacción de los padres de familia de una red educativa pública,15
808,10.32719_26312816.2024.8.1.7.pdf,10.32719/26312816.2024.8.1.7,Fenómeno de El Niño y la escuela en el Perú: ¿Qué sabemos sobre los impactos de los últimos tres eventos?,11
809,10.37811_cl_rcm.v6i4.2643.pdf,10.37811/cl_rcm.v6i4.2643,"Factores individuales de liderazgo en la gestión participativa orientada a resultados, estudio de caso",20
810,10.37811_cl_rcm.v9i1.16382.pdf,10.37811/cl_rcm.v9i1.16382,Motivación y vocación en formación inicial docente para prevenir deserción y abandono escolar,18
811,10.37811_cl_rcm.v9i6.21382.pdf,10.37811/cl_rcm.v9i6.21382,Dificultades Específicas del Aprendizaje en Cuarto Año de Educación General Básica,21
812,10.63415_saga.2026.70.pdf,10.63415/saga.2026.70,La Innovación Invisible,4
813,10.37811_cl_rcm.v6i4.2931.pdf,10.37811/cl_rcm.v6i4.2931,"Gestión institucional y desempeño docente en la institución educativa Miguel Chuquisengo Ramírez, Tarapoto",15
814,10.37811_cl_rcm.v7i4.7230.pdf,10.37811/cl_rcm.v7i4.7230,Experiencias y valoración del profesorado respecto del liderazgo de docentes directivos,15
815,10.37811_cl_rcm.v8i6.15127.pdf,10.37811/cl_rcm.v8i6.15127,La inteligencia emocional y su impacto en el aprendizaje,4
816,10.63549_rg.v5i3.747.pdf,10.63549/rg.v5i3.747,Incidencia de las relaciones interpersonales en la calidad del proceso pedagógico desde la perspectiva de los actores educativos,4
817,10.33996_revistahorizontes.v9i39.1094.pdf,10.33996/revistahorizontes.v9i39.1094,Evaluación formativa en los aprendizajes: Revisión sistemática,11
818,10.33996_revistahorizontes.v9i37.959.pdf,10.33996/revistahorizontes.v9i37.959,Convivencia democrática en las aulas: Desafíos y oportunidades para docentes en la Pospandemia,4
819,10.37260_repe.v7n15.10.pdf,10.37260/repe.v7n15.10,Uso ético de la tecnología y su relación con la proyección del liderazgo educativo futuro,4
820,10.33996_revistahorizontes.v9i38.1045.pdf,10.33996/revistahorizontes.v9i38.1045,Gestión de la convivencia escolar: Una revisión sistemática,11
821,10.37260_merito.i7n21.10.pdf,10.37260/merito.i7n21.10,Transformaciones recientes en la calidad educativa latinoamericana: una revisión de los últimos cinco años (2020–2025),11
822,10.59659_revistatribunal.v6i14.363.pdf,10.59659/revistatribunal.v6i14.363,Implicancias del liderazgo pedagógico: Una revisión sistemática,15
823,10.33996_revistahorizontes.v9i39.1068.pdf,10.33996/revistahorizontes.v9i39.1068,"Representaciones sociales en gestión institucional: compromiso organizacional en directivos de educación pública Chiclayo, Perú",15
824,10.33996_franztamayo.v3i6.312.pdf,10.33996/franztamayo.v3i6.312,La planificación participativa en la gestión escolar de la Unidad Educativa Madre Nazaria,15
825,10.59659_revistatribunal.v5i13.284.pdf,10.59659/revistatribunal.v5i13.284,De la política al rendimiento: mecanismos de impacto en la gestión escolar primaria,11
826,10.63415_saga.v2i2.67.pdf,10.63415/saga.v2i2.67,Auditoría Educativa como Estrategia para la Mejora Continua de la Gestión Escolar: El Caso de la Unidad Educativa San Josemaría Escrivá en Guayaquil,21
827,10.37811_cl_rcm.v7i6.9350.pdf,10.37811/cl_rcm.v7i6.9350,"Una Mirada Reflexiva La Loei como Norma Reguladora en el Sistema Educativo Ecuatoriano_Parte I La Reforma (2021) Versus la Anterior (Titulo I, de los Principios Generales, Tituloii, de los Derechos y Obligaciones)",14
828,10.37811_cl_rcm.v8i2.10274.pdf,10.37811/cl_rcm.v8i2.10274,"Contexto de la Aplicación de la Ley N° 6103 sobre Personas que Presentan Trastornos del Espectro Autista (TEA) y la Gestión Escolar para una Educación Inclusiva, Paraguay",11
829,10.37811_cl_rcm.v8i1.9621.pdf,10.37811/cl_rcm.v8i1.9621,La Formación del Sujeto Político: Una Exploración desde la Micropolítica en la Gestión Escolar y la Educación Media,20
830,10.37811_cl_rcm.v9i4.19641.pdf,10.37811/cl_rcm.v9i4.19641,Prácticas de liderazgo positivo en la gestión escolar de centros educativos públicos,15
831,10.33996_revistahorizontes.v9i38.1019.pdf,10.33996/revistahorizontes.v9i38.1019,Perspectiva de directivos de instituciones educativas respecto al manejo de habilidades blandas y gestión escolar,15
832,10.37811_cl_rcm.v9i5.20725.pdf,10.37811/cl_rcm.v9i5.20725,Revisión Sistemática: las Habilidades Lingüísticas y su Relación con la Gestión Escolar,4
833,10.37811_cl_rcm.v10i2.23057.pdf,10.37811/cl_rcm.v10i2.23057,Problemáticas Persistentes de la Gestión Escolar en Colombia: Ausencia de Liderazgo Pedagógico,15
834,10.33996_revistahorizontes.v9i38.1038.pdf,10.33996/revistahorizontes.v9i38.1038,Evaluación diagnóstica en aprendizajes de estudiantes del nivel primario: una revisión sistemática,11
835,10.33996_revistahorizontes.v8i35.867.pdf,10.33996/revistahorizontes.v8i35.867,Formación profesional de directores y gestión de escuelas públicas,18
836,10.37811_cl_rcm.v9i4.19283.pdf,10.37811/cl_rcm.v9i4.19283,La Transformación Digital de la Gestión Educativa: Desafíos y Oportunidades para una Administración Escolar Eficiente,4
837,10.37811_cl_rcm.v8i5.13723.pdf,10.37811/cl_rcm.v8i5.13723,Los Retos de la Inteligencia Artificial (IA) en la Educación de México,4
838,10.32719_26312816.2022.6.1.11.pdf,10.32719/26312816.2022.6.1.11,El liderazgo en la gestión del director,15
839,10.37811_cl_rcm.v6i2.2219.pdf,10.37811/cl_rcm.v6i2.2219,Corrupción en la gestión del ámbito educativo en Iberoamérica: una revisión sistemática,14
840,10.37811_cl_rcm.v7i3.5935.pdf,10.37811/cl_rcm.v7i3.5935,Administración Educativa: Pilar de la institucionalización de la educación,15
841,10.37811_cl_rcm.v7i2.6016.pdf,10.37811/cl_rcm.v7i2.6016,Cualificación docente en habilidades blandas como factor de mejora de la gestión escolar en tres Instituciones Educativas Rurales de Montería,15
842,10.37811_cl_rcm.v6i5.3148.pdf,10.37811/cl_rcm.v6i5.3148,Influencia de la evaluación del desempeño directivo y su efectividad en la gestión pública de la educación escolar,15
843,10.33996_revistahorizontes.v6i23.342.pdf,10.33996/revistahorizontes.v6i23.342,La utopía de la escuela rural en Lambayeque desde la Chakana pregunta y la covid-19,20
844,10.37811_cl_rcm.v7i1.4639.pdf,10.37811/cl_rcm.v7i1.4639,Dashboard for the improvement of school management in educational institutions,1
845,10.37811_cl_rcm.v6i4.2862.pdf,10.37811/cl_rcm.v6i4.2862,"La planificación estratégica, un eficaz instrumento que puede contribuir al mejoramiento de la gestión escolar en una institución educativa",15
846,10.37811_cl_rcm.v6i6.3958.pdf,10.37811/cl_rcm.v6i6.3958,Gestión escolar y calidad educativa: En las instituciones educativas del nivel primario – Cusco,15
847,10.37811_cl_rcm.v8i6.14496.pdf,10.37811/cl_rcm.v8i6.14496,Estrategias de Gestión Escolar y su Influencia en la Efectividad del Desempeño Docente en Ecuador,21
848,10.37811_cl_rcm.v5i6.1431.pdf,10.37811/cl_rcm.v5i6.1431,Trabajo remoto y liderazgo adaptativo en la gestión escolar en instituciones educativas,18
849,10.33996_revistahorizontes.v7i31.674.pdf,10.33996/revistahorizontes.v7i31.674,Gestión escolar e inclusividad en una Institución Educativa en la Provincia Constitucional del Callao,11
850,10.37811_cl_rcm.v6i6.4135.pdf,10.37811/cl_rcm.v6i6.4135,"Gestión escolar en aprendizaje significativo de historia, geografía y economía en estudiantes de la institución educativa San Juan. Ayacucho, 2022",15
851,10.61287_warisata.v4i11.5.pdf,10.61287/warisata.v4i11.5,"Gestión escolar y prácticas inclusivas en la Institución Educativa General Prado, Callao, 2021",18
852,10.37811_cl_rcm.v6i6.3796.pdf,10.37811/cl_rcm.v6i6.3796,Desempeño docente en la gestión escolar en instituciones educativas de educación básica regular,18
853,10.33996_revistahorizontes.v8i32.726.pdf,10.33996/revistahorizontes.v8i32.726,Gestión escolar en instituciones educativas públicas en contextos de emergencia sanitaria,11
854,10.59993_simbiosis.v.4i8.58.pdf,10.59993/simbiosis.v.4i8.58,"Gestión Escolar, Escuela y Pedagogía. Una mirada alternativa de sus relaciones y sentidos",20
855,10.37811_cl_rcm.v6i6.3677.pdf,10.37811/cl_rcm.v6i6.3677,La gestión escolar basada en el pensamiento complejo,15
856,10.37811_cl_rcm.v8i3.11546.pdf,10.37811/cl_rcm.v8i3.11546,Incidencia de la Gestión Escolar en el Rendimiento Académico,18
857,10.37811_cl_rcm.v8i2.10725.pdf,10.37811/cl_rcm.v8i2.10725,Gestión Escolar para la mejora de la calidad educativa en la educación básica ecuatoriana,15
858,10.37811_cl_rcm.v6i3.2300.pdf,10.37811/cl_rcm.v6i3.2300,Retos de la gestión escolar en la educación a distancia 2021,15
859,10.37811_cl_rcm.v8i6.14659.pdf,10.37811/cl_rcm.v8i6.14659,La gestión escolar en zonas rurales del Ecuador: Avances y desafíos,21
860,10.33996_revistahorizontes.v7i30.655.pdf,10.33996/revistahorizontes.v7i30.655,Gestión escolar de los directivos en instituciones educativas: Revisión sistemática,15
861,10.37811_cl_rcm.v6i6.4102.pdf,10.37811/cl_rcm.v6i6.4102,La calidad educativa y la gestión escolar,15
862,10.37811_cl_rcm.v6i4.2809.pdf,10.37811/cl_rcm.v6i4.2809,La gestión escolar: una revisión de las investigaciones,15
863,10.37811_cl_rcm.v5i5.841.pdf,10.37811/cl_rcm.v5i5.841,El liderazgo directivo en la gestión escolar. Comparación de casos,15
